year,temperature2mmaxmean,temperature2mmaxmax,temperature2mminmean,temperature2mminmin,temperaturesum,precipitationsum,precipitationsummean,precipitationsummax,rainsumsum,snowfallsumsum,precipitationhourssum,precipitationhoursmean,windspeed10mmaxmean,windspeed10mmaxmax,shortwaveradiationsumsum,shortwaveradiationsummean,et0faoevapotranspirationsum,et0faoevapotranspirationmean,value,item_encoded
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,12401.5,10
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,12089.6,11
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,1902.6,12
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,774.5,13
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,2000.0,14
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,10267.5,15
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,20663.0,16
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,3462.9,17
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,13503.1,18
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,1523.8,19
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,4324.7,20
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,4024.9,21
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,1230.9,22
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,13817.7,23
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,472.8,24
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,3958.6,25
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,3348.0,26
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,751.0,27
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,1007.2,28
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,15109.5,29
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,10006.1,30
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,12858.8,31
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,4648.4,32
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,1032.5,33
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,1331.2,34
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,812.1,35
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,5674.6,36
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,9736.4,37
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,6117.9,38
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,9211.4,39
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,608.8,40
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,2818.7,41
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,4738.6,42
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,15340.0,43
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,18377.4,44
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,12391.2,45
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,3756.5,46
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,1800.0,47
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,1305.0,48
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,424.1,49
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,3390.0,50
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,388.1,51
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,9483.7,52
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,22523.2,53
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,1080.8,55
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,675.0,56
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,15726.8,57
2002,22.644657534246573,39.9,13.15945205479452,2.8,17.64109589041096,457.8,1.2542465753424659,20.7,457.8,0.0,820,2.2465753424657535,19.13205479452055,48.4,6765.69,18.53613698630137,1376.22,3.7704657534246575,1073.9,58
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,1052.4,0
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,7496.8,1
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,6642.3,2
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,12055.9,3
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,30712.4,4
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,1561.9,5
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,702.6,6
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,901.6,7
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,7636.7,8
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,13012.7,9
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,13151.3,10
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,15325.8,11
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,1086.9,12
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,836.0,13
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,2000.0,14
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,11633.1,15
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,21005.3,16
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,3821.6,17
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,13770.4,18
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,1436.9,19
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,4597.2,20
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,4375.4,21
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,1136.7,22
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,13850.7,23
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,583.3,24
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,3408.8,25
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,2885.3,26
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,1094.2,27
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,799.3,28
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,16949.9,29
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,10000.0,30
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,13524.6,31
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,6044.7,32
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,1048.5,33
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,1457.2,34
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,802.9,35
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,6993.3,36
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,9590.3,37
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,6431.7,38
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,9412.0,39
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,730.6,40
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,3437.8,41
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,4431.7,42
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,18837.0,43
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,21203.7,44
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,13986.7,45
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,4653.0,46
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,1866.7,47
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,1288.8,48
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,413.3,49
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,2639.1,50
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,390.7,51
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,11528.5,52
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,24500.4,53
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,1058.6,55
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,600.0,56
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,18230.0,57
2003,22.481917808219176,40.6,13.921095890410959,2.7,17.986575342465756,789.1,2.161917808219178,44.0,789.1,0.0,1130,3.095890410958904,19.207123287671234,43.4,6465.11,17.712630136986302,1309.86,3.588657534246575,1448.0,58
2004,22.012295081967213,40.6,13.068032786885245,2.5,17.27622950819672,603.0,1.6475409836065573,44.5,603.0,0.0,951,2.598360655737705,18.968032786885246,44.5,6525.5199999999995,17.82928961748634,1292.68,3.5319125683060113,1247.3,0
